Name,Name,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JAGUAR F-TYPE R AWD COUPE,Jaguar F-TYPE R AWD COUPE,JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5,8,AS6,Z,15.7,10.4,13.3,21,311
JAGUAR F-TYPE S CONVERTIBLE AWD,Jaguar F-TYPE S CONVERTIBLE AWD,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3,6,AS8,Z,13,9.1,11.3,25,264
JAGUAR F-TYPE S COUPE AWD,Jaguar F-TYPE S COUPE AWD,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3,6,AS8,Z,13,9.1,11.3,25,264
JAGUAR XF AWD ,Jaguar XF AWD ,JAGUAR,XF AWD ,MID-SIZE,3,6,AS8,Z,11.9,8.3,10.3,27,241
JAGUAR XJ R-SPORT 3.0 AWD,Jaguar XJ R-SPORT 3.0 AWD,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3,6,AS8,Z,14,8.9,11.7,24,275
JAGUAR XJL 3.0 AWD PORTFOLIO,Jaguar XJL 3.0 AWD PORTFOLIO,JAGUAR,XJL 3.0 AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.1,9.3,11.9,24,279
JEEP GRAND CHEROKEE 4X4,Jeep GRAND CHEROKEE 4X4,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265
LAMBORGHINI HURACAN SPYDER,Lamborghini HURACAN SPYDER,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
LAND ROVER DISCOVERY SPORT,Land Rover DISCOVERY SPORT,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,AS9,Z,11.9,9,10.6,27,248
LAND ROVER RANGE ROVER TD6 DIESEL,Land Rover RANGE ROVER TD6 DIESEL,LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.6,8.1,9.4,30,254
LAND ROVER RANGE ROVER SPORT TD6 DIESEL,Land Rover RANGE ROVER SPORT TD6 DIESEL,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.6,8.1,9.4,30,254
LEXUS GS 200T,Lexus GS 200t,LEXUS,GS 200t,MID-SIZE,2,4,AS8,Z,10.6,7.2,9,31,212
LEXUS GS 200T F SPORT,Lexus GS 200t F SPORT,LEXUS,GS 200t F SPORT,MID-SIZE,2,4,AS8,Z,11.3,7.8,9.7,29,227
LEXUS GS 350 F SPORT,Lexus GS 350 F SPORT,LEXUS,GS 350 F SPORT,MID-SIZE,3.5,6,AS8,Z,12.5,8.6,10.7,26,251
LEXUS GS F,Lexus GS F,LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
LEXUS IS 200T,Lexus IS 200t,LEXUS,IS 200t,COMPACT,2,4,AS8,Z,10.6,7.2,9,31,212
LEXUS IS 300 AWD,Lexus IS 300 AWD,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258
LEXUS RC 200T,Lexus RC 200t,LEXUS,RC 200t,SUBCOMPACT,2,4,AS8,Z,10.6,7.4,9,31,214
LEXUS RC 300 AWD,Lexus RC 300 AWD,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258
MASERATI GHIBLI S,Maserati GHIBLI S,MASERATI,GHIBLI S,MID-SIZE,3,6,AS8,Z,14.5,10,12.5,23,293
MASERATI GHIBLI SQ4,Maserati GHIBLI SQ4,MASERATI,GHIBLI SQ4,MID-SIZE,3,6,AS8,Z,15,10,12.6,22,295
MASERATI QUATTROPORTE S,Maserati QUATTROPORTE S,MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,AS8,Z,15.2,10.2,12.9,22,300
MAZDA CX-3,Mazda CX-3,MAZDA,CX-3,COMPACT,2,4,AS6,X,8.2,6.7,7.6,37,179
MAZDA CX-3 4WD,Mazda CX-3 4WD,MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.8,7.3,8.1,35,189
MAZDA CX-5 (SIL),Mazda CX-5 (SIL),MAZDA,CX-5 (SIL),SUV - SMALL,2,4,M6,X,9,6.8,8,35,188
MAZDA MAZDA6 (SIL),Mazda MAZDA6 (SIL),MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,188
MAZDA MX-5 (SIL),Mazda MX-5 (SIL),MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,8.8,6.9,7.8,36,183
MERCEDES-BENZ AMG C 63,Mercedes-Benz AMG C 63,MERCEDES-BENZ,AMG C 63,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268
MERCEDES-BENZ AMG C 63 S,Mercedes-Benz AMG C 63 S,MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268
MERCEDES-BENZ AMG CLA 45,Mercedes-Benz AMG CLA 45,MERCEDES-BENZ,AMG CLA 45,COMPACT,2,4,AS7,Z,10.2,7.7,9.1,31,214
MERCEDES-BENZ AMG CLS 63 S 4MATIC,Mercedes-Benz AMG CLS 63 S 4MATIC,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ AMG E 63 S 4MATIC,Mercedes-Benz AMG E 63 S 4MATIC,MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21,310
MERCEDES-BENZ AMG E 63 S 4MATIC WAGON,Mercedes-Benz AMG E 63 S 4MATIC WAGON,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.2,11,13.3,21,310
MERCEDES-BENZ AMG G 63,Mercedes-Benz AMG G 63,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20,16.6,18.5,15,417
MERCEDES-BENZ AMG G 65,Mercedes-Benz AMG G 65,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6,12,AS7,Z,24.3,17.9,21.4,13,476
MERCEDES-BENZ AMG GL 63 S,Mercedes-Benz AMG GL 63 S,MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Z,18.2,14,16.3,17,369
MERCEDES-BENZ AMG GLA 45,Mercedes-Benz AMG GLA 45,MERCEDES-BENZ,AMG GLA 45,SUV - SMALL,2,4,AS7,Z,10.3,8.1,9.3,30,216
MERCEDES-BENZ AMG GLE 63 S 4MATIC,Mercedes-Benz AMG GLE 63 S 4MATIC,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,366
MERCEDES-BENZ AMG GLE 63 S COUPE 4MATIC,Mercedes-Benz AMG GLE 63 S COUPE 4MATIC,MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ AMG GT S,Mercedes-Benz AMG GT S,MERCEDES-BENZ,AMG GT S,TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ AMG S 63,Mercedes-Benz AMG S 63,MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ AMG S 63 COUPE,Mercedes-Benz AMG S 63 COUPE,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13,22,313
MERCEDES-BENZ AMG S 65,Mercedes-Benz AMG S 65,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,AS7,Z,18.5,11.8,15.5,18,361
MERCEDES-BENZ AMG S 65 COUPE,Mercedes-Benz AMG S 65 COUPE,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,AS7,Z,18,11.3,15,19,355
MERCEDES-BENZ AMG SL 63,Mercedes-Benz AMG SL 63,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298
MERCEDES-BENZ AMG SL 65,Mercedes-Benz AMG SL 65,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6,12,AS7,Z,16.7,11.2,14.2,20,335
MERCEDES-BENZ AMG SLK 55,Mercedes-Benz AMG SLK 55,MERCEDES-BENZ,AMG SLK 55,TWO-SEATER,5.5,8,AS7,Z,12.4,8.5,10.6,27,252
MERCEDES-BENZ C 450 AMG SPORT 4MATIC,Mercedes-Benz C 450 AMG SPORT 4MATIC,MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3,6,AS7,Z,11.1,9.6,10.4,27,231
MERCEDES-BENZ CLA 250 4MATIC FFV,Mercedes-Benz CLA 250 4MATIC FFV,MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2,4,AS7,Z,9.8,7.1,8.6,33,198
MERCEDES-BENZ E 400 4MATIC COUPE,Mercedes-Benz E 400 4MATIC COUPE,MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3,6,AS7,Z,11.8,8.4,10.2,28,239
MERCEDES-BENZ GLE 350D 4MATIC,Mercedes-Benz GLE 350d 4MATIC,MERCEDES-BENZ,GLE 350d 4MATIC,SUV - STANDARD,3,6,A9,D,10.1,8,9.2,31,246
MERCEDES-BENZ GLE 350D 4MATIC COUPE,Mercedes-Benz GLE 350d 4MATIC COUPE,MERCEDES-BENZ,GLE 350d 4MATIC COUPE,SUV - STANDARD,3,6,A9,D,10.4,8.2,9.4,30,253
MERCEDES-BENZ GLE 400 4MATIC,Mercedes-Benz GLE 400 4MATIC,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,AS7,Z,13.3,10.4,12,24,282
MERCEDES-BENZ GLE 450 AMG SPORT 4MATIC COUPE,Mercedes-Benz GLE 450 AMG SPORT 4MATIC COUPE,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.6,10.2,12,24,281
MERCEDES-BENZ GLE 550 4MATIC,Mercedes-Benz GLE 550 4MATIC,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,335
MERCEDES-BENZ MAYBACH S 600,Mercedes-Benz MAYBACH S 600,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6,12,AS7,Z,18.2,11.7,15.3,18,359
MERCEDES-BENZ METRIS CARGO,Mercedes-Benz METRIS CARGO,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2,4,AS7,Z,10.8,9.5,10.2,28,233
MERCEDES-BENZ METRIS PASSENGER,Mercedes-Benz METRIS PASSENGER,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2,4,AS7,Z,11.5,10.2,10.9,26,248
MERCEDES-BENZ S 400 4MATIC SWB,Mercedes-Benz S 400 4MATIC SWB,MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3,6,AS7,Z,12.6,8.6,10.8,26,253
MERCEDES-BENZ SLK 300,Mercedes-Benz SLK 300,MERCEDES-BENZ,SLK 300,TWO-SEATER,2,4,A9,Z,9.6,7.3,8.5,33,199
MITSUBISHI LANCER 4WD,Mitsubishi LANCER 4WD,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31,210
NISSAN ALTIMA 3.5,Nissan ALTIMA 3.5,NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,X,10.3,7.4,9,31,212
NISSAN ALTIMA SR,Nissan ALTIMA SR,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.9,6.3,7.7,37,181
PORSCHE 911 GT3RS,Porsche 911 GT3RS,PORSCHE,911 GT3RS,TWO-SEATER,4,6,AM7,Z,16.3,11.8,14.3,20,334
PORSCHE BOXSTER SPYDER,Porsche BOXSTER SPYDER,PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M6,Z,13.1,9.9,11.6,24,272
PORSCHE CAYMAN GT4,Porsche CAYMAN GT4,PORSCHE,CAYMAN GT4,TWO-SEATER,3.8,6,M6,Z,13.3,10.1,11.8,24,277
SCION IM,Scion iM,SCION,iM,MID-SIZE,1.8,4,AV7,X,8.3,6.3,7.4,38,173
TOYOTA RAV4 HYBRID AWD,Toyota RAV4 HYBRID AWD,TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.6,7.2,39,169
TOYOTA RAV4 LIMITED/SE AWD,Toyota RAV4 LIMITED/SE AWD,TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.1,9.4,30,220
TOYOTA TACOMA 4WD D-CAB OFF-ROAD,Toyota TACOMA 4WD D-CAB OFF-ROAD,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
TOYOTA YARIS (SIL),Toyota YARIS (SIL),TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.6,5.7,6.7,42,157
TOYOTA YARIS HATCHBACK,Toyota YARIS HATCHBACK,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,170
VOLKSWAGEN BEETLE DUNE,Volkswagen BEETLE DUNE,VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.7,7.5,8.7,32,203
VOLKSWAGEN GOLF R,Volkswagen GOLF R,VOLKSWAGEN,GOLF R,COMPACT,2,4,AM6,Z,10.4,7.9,9.3,30,216
VOLVO S60 CC T5 AWD,Volvo S60 CC T5 AWD,VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,X,11.8,8.6,10.3,27,239
VOLVO S60 INSCRIPTION,Volvo S60 INSCRIPTION,VOLVO,S60 INSCRIPTION,COMPACT,2,4,AS8,X,9.6,6.7,8.3,34,193
VOLVO S60 INSCRIPTION T5 AWD,Volvo S60 INSCRIPTION T5 AWD,VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233
VOLVO S60 T5,Volvo S60 T5,VOLVO,S60 T5,COMPACT,2,4,AS8,X,9.6,6.7,8.3,34,193
VOLVO S60 T6,Volvo S60 T6,VOLVO,S60 T6,COMPACT,2,4,AS8,Z,10.6,7.7,9.3,30,218
VOLVO S60 3.0T AWD,Volvo S60 3.0T AWD,VOLVO,S60 3.0T AWD,COMPACT,3,6,AS6,X,13,9,11.2,25,259
VOLVO S60 POLESTAR,Volvo S60 POLESTAR,VOLVO,S60 POLESTAR,COMPACT,3,6,AS6,X,13,9,11.2,25,259
VOLVO V60 CC T5 AWD,Volvo V60 CC T5 AWD,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.8,8.6,10.3,27,239
VOLVO V60 3.0T AWD,Volvo V60 3.0T AWD,VOLVO,V60 3.0T AWD,STATION WAGON - SMALL,3,6,AS6,X,13,9,11.2,25,259
VOLVO V60 POLESTAR,Volvo V60 POLESTAR,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3,6,AS6,X,13,9,11.2,25,259
VOLVO XC60 T6,Volvo XC60 T6,VOLVO,XC60 T6,SUV - SMALL,2,4,AS8,Z,11,8.1,9.7,29,226
VOLVO XC60 3.0T AWD,Volvo XC60 3.0T AWD,VOLVO,XC60 3.0T AWD,SUV - SMALL,3,6,AS6,X,13.7,10.1,12,24,276
VOLVO XC70 T5 AWD,Volvo XC70 T5 AWD,VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5,AS6,X,12.5,9.2,11,26,254
VOLVO XC90 T5,Volvo XC90 T5,VOLVO,XC90 T5,SUV - STANDARD,2,4,AS8,Z,10.6,9.1,10,28,232
VOLVO XC90 T5 AWD,Volvo XC90 T5 AWD,VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.8,9.5,10.2,28,239
VOLVO XC90 T6 AWD,Volvo XC90 T6 AWD,VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,9.5,10.6,27,247
ACURA MDX HYBRID AWD,Acura MDX HYBRID AWD,ACURA,MDX HYBRID AWD,SUV - SMALL,3,6,AM7,Z,9.1,9,9,31,210
ACURA NSX,Acura NSX,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11,26,261
ALFA ROMEO 4C SPIDER,Alfa Romeo 4C SPIDER,ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
ALFA ROMEO GIULIA,Alfa Romeo GIULIA,ALFA ROMEO,GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,8.7,32,205
ALFA ROMEO GIULIA AWD,Alfa Romeo GIULIA AWD,ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2,31,217
ALFA ROMEO GIULIA QUADRIFOGLIO,Alfa Romeo GIULIA QUADRIFOGLIO,ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24,280
ASTON MARTIN DB11 V12,Aston Martin DB11 V12,ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
AUDI A4 ULTRA,Audi A4 ULTRA,AUDI,A4 ULTRA,COMPACT,2,4,AM7,Z,8.6,6.4,7.6,37,177
BENTLEY BENTAYGA,Bentley BENTAYGA,BENTLEY,BENTAYGA,SUV - STANDARD,6,12,AS8,Z,18.8,12.2,15.9,18,370
BENTLEY MULSANNE EWB,Bentley MULSANNE EWB,BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15,430
BMW 230I CABRIOLET,Bmw 230i CABRIOLET,BMW,230i CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10,7.2,8.7,32,207
BMW 230I COUPE,Bmw 230i COUPE,BMW,230i COUPE,SUBCOMPACT,2,4,AS8,Z,9.8,6.8,8.4,34,197
BMW 230I XDRIVE CABRIOLET,Bmw 230i xDRIVE CABRIOLET,BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 230I XDRIVE COUPE,Bmw 230i xDRIVE COUPE,BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.2,7.4,9,31,210
BMW 330I XDRIVE,Bmw 330i xDRIVE,BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 330I XDRIVE GRAN TURISMO,Bmw 330i xDRIVE GRAN TURISMO,BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 330I XDRIVE TOURING,Bmw 330i xDRIVE TOURING,BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 340I XDRIVE GRAN TURISMO,Bmw 340i xDRIVE GRAN TURISMO,BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW 430I XDRIVE CABRIOLET,Bmw 430i xDRIVE CABRIOLET,BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1,31,211
BMW 430I XDRIVE COUPE,Bmw 430i xDRIVE COUPE,BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 430I XDRIVE GRAN COUPE,Bmw 430i xDRIVE GRAN COUPE,BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 440I COUPE,Bmw 440i COUPE,BMW,440i COUPE,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224
BMW 440I XDRIVE CABRIOLET,Bmw 440i xDRIVE CABRIOLET,BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW 440I XDRIVE COUPE,Bmw 440i xDRIVE COUPE,BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW 440I XDRIVE GRAN COUPE,Bmw 440i xDRIVE GRAN COUPE,BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW 530I XDRIVE,Bmw 530i xDRIVE,BMW,530i xDRIVE,MID-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW 540I XDRIVE,Bmw 540i xDRIVE,BMW,540i xDRIVE,MID-SIZE,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW ALPINA B7 XDRIVE,Bmw ALPINA B7 xDRIVE,BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
BMW M240I CABRIOLET,Bmw M240i CABRIOLET,BMW,M240i CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224
BMW M240I COUPE,Bmw M240i COUPE,BMW,M240i COUPE,SUBCOMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224
BMW M240I XDRIVE CABRIOLET,Bmw M240i xDRIVE CABRIOLET,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW M240I XDRIVE COUPE,Bmw M240i xDRIVE COUPE,BMW,M240i xDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW M760I XDRIVE,Bmw M760i xDRIVE,BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
BUICK ENCORE (LUV ENGINE),Buick ENCORE (LUV Engine),BUICK,ENCORE (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194
BUICK ENCORE (LE2 ENGINE),Buick ENCORE (LE2 Engine),BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36,185
BUICK ENCORE AWD (LUV ENGINE),Buick ENCORE AWD (LUV Engine),BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208
BUICK ENCORE AWD (LE2 ENGINE),Buick ENCORE AWD (LE2 Engine),BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.9,7.6,8.3,34,196
CADILLAC XT5,Cadillac XT5,CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.6,10.5,27,245
CADILLAC XT5 AWD,Cadillac XT5 AWD,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.9,8.9,11.1,25,260
CHEVROLET COLORADO ZR2 4WD,Chevrolet COLORADO ZR2 4WD,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315
CHEVROLET CRUZE HATCHBACK,Chevrolet CRUZE HATCHBACK,CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,X,8.1,6.2,7.3,39,172
CHEVROLET CRUZE HATCHBACK PREMIER,Chevrolet CRUZE HATCHBACK PREMIER,CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,X,8.4,6.4,7.5,38,176
CHRYSLER PACIFICA,Chrysler PACIFICA,CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,257
CHRYSLER PACIFICA (STOP-START),Chrysler PACIFICA (Stop-Start),CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249
DODGE CHALLENGER GT,Dodge CHALLENGER GT,DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
DODGE VIPER,Dodge VIPER,DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387
FIAT 124 SPIDER,Fiat 124 SPIDER,FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187
FORD ESCAPE FFV,Ford ESCAPE FFV,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
FORD F-150 (LT TIRE PKG),Ford F-150 (LT Tire Pkg),FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.4,9.8,11.2,25,263
FORD F-150 4X4 (LT TIRE PKG),Ford F-150 4X4 (LT Tire Pkg),FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293
FORD F-150 FFV 4X4 (LT TIRE PKG),Ford F-150 FFV 4X4 (LT Tire Pkg),FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16,11.8,14.1,20,330
FORD FOCUS (START/STOP),Ford FOCUS (Start/Stop),FORD,FOCUS (Start/Stop),COMPACT,1,3,AS6,X,8.5,6.2,7.5,38,176
FORD GT,Ford GT,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.6,13.2,17.3,16,406
FORD MUSTANG (PERFORMANCE PKG),Ford MUSTANG (Performance Pkg),FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239
GENESIS G80 AWD,Genesis G80 AWD,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,14.3,9.5,12.1,23,286
GENESIS G90 AWD,Genesis G90 AWD,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
HONDA CIVIC HATCHBACK,Honda CIVIC HATCHBACK,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162
HYUNDAI IONIQ,Hyundai IONIQ,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.4,64,103
HYUNDAI IONIQ BLUE,Hyundai IONIQ BLUE,HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,X,4.2,4,4.1,69,96
HYUNDAI SONATA HYBRID SE,Hyundai SONATA HYBRID SE,HYUNDAI,SONATA HYBRID SE,MID-SIZE,2,4,AS6,X,6,5.3,5.7,50,137
INFINITI Q60S RED SPORT AWD,Infiniti Q60S RED SPORT AWD,INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259
INFINITI QX30,Infiniti QX30,INFINITI,QX30,COMPACT,2,4,AM7,Z,9.7,7.1,8.5,33,200
INFINITI QX30 AWD,Infiniti QX30 AWD,INFINITI,QX30 AWD,COMPACT,2,4,AM7,Z,10.6,8,9.4,30,221
JAGUAR F-PACE 35T,Jaguar F-PACE 35t,JAGUAR,F-PACE 35t,SUV - SMALL,3,6,AS8,Z,13.3,10,11.8,24,277
JAGUAR F-TYPE R CONVERTIBLE AWD,Jaguar F-TYPE R CONVERTIBLE AWD,JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311
